"","baseMean","log2FoldChange","lfcSE","pvalue","padj","Gene"
"GGT7",4.79824674294934,6.24074740500135,2.91457512744778,0.00151914798451175,0.008149992471198,"GGT7"
"ITGA5",29.2779146104324,6.23873879573755,1.10240181445888,4.12292907518667e-11,1.09926624078232e-08,"ITGA5"
"MYH7",12.572590314354,6.23821861259559,1.64011870756445,1.87055367297637e-06,4.4725539683298e-05,"MYH7"
"PRKAR1A",36.7017652600512,6.23424560190653,1.14363856880895,3.23352775967498e-10,4.55156772527293e-08,"PRKAR1A"
"TMEM175",15.8152228085653,6.22653266819607,1.58918439161397,6.42595314534458e-06,0.000120751521139447,"TMEM175"
"PRPF19",15.0241345141172,6.22043864379204,1.57201364718959,3.35268292161291e-07,1.17852642699781e-05,"PRPF19"
"KLHDC3",4.38860242263868,6.2169567537168,2.81101000841987,0.000825615262042492,0.00514461042288443,"KLHDC3"
"POM121C",80.3970337996592,6.20891246987987,1.15692841387697,3.24837344167447e-10,4.55156772527293e-08,"POM121C"
"ID1",4.30853321520866,6.20103618284494,2.79058001189353,0.000728057557834147,0.00466795887012447,"ID1"
"IER3",47.0379010730427,6.1913124337778,1.64888631493291,2.58835780540351e-07,9.6506818332868e-06,"IER3"
"LGALS1",17.1407184935578,6.19126201570631,1.59074928863253,1.02613313577432e-07,4.62634254088618e-06,"LGALS1"
"IGFBP5",39.118373498547,6.18814209229743,0.924673381076104,4.97848579271275e-13,2.6904243337344e-10,"IGFBP5"
"DUSP10",4.28690012023399,6.18182544690443,2.80526441829775,0.000875748104997135,0.00538989393367357,"DUSP10"
"ADSS2",4.13935268189054,6.17930921282873,2.75383673362329,0.000574334785391275,0.00390188694825198,"ADSS2"
"ZNF358",20.3688449013747,6.17904140037622,1.34079390605205,4.46270569954048e-08,2.45239456023302e-06,"ZNF358"
"CPZ",4.4512284445869,6.167977018176,2.86346732771492,0.00139285025725608,0.00765552974923598,"CPZ"
"MAPK1IP1L",54.5840436237906,6.16570196305014,0.935388366299874,2.92308529496938e-13,1.8775508319642e-10,"MAPK1IP1L"
"RPS10",17.6942819412568,6.15657470827486,1.35500006332461,9.02247615969465e-08,4.22174207326639e-06,"RPS10"
"RPS4X",40.8646760361691,6.1416895077685,1.58920535851645,1.64310487723839e-07,6.72042446633733e-06,"RPS4X"
"LTBP2",84.3734727491921,6.13865154605108,1.10114474639637,2.59931422078029e-09,2.49870130978546e-07,"LTBP2"
"EEF1B2",4.05342778628425,6.13806872027938,2.75242384085773,0.000640492550765072,0.00423528321706188,"EEF1B2"
"NUCKS1",77.1491223998993,6.13501779565135,1.11115703438403,1.93903540929203e-10,3.30126618900068e-08,"NUCKS1"
"OGDH",24.7592396996729,6.1245765666625,1.14618536612679,3.0939100072117e-10,4.55156772527293e-08,"OGDH"
"FTL",154.985182896711,6.11587309186804,0.865411362216062,6.45974347591418e-14,6.08550900387622e-11,"FTL"
"HIGD2A",4.20457394470312,6.11349913282514,2.81722414280615,0.0011346959120986,0.00657746476395154,"HIGD2A"
"HSPA1B",20.6984006562131,6.10188807173951,1.35995886069157,1.12046168824402e-07,4.90193316302672e-06,"HSPA1B"
"ZMAT2",3.91646171311204,6.09436531225208,2.72877717881609,0.000571379070986621,0.0038892859595915,"ZMAT2"
"IDH3G",3.87752151924344,6.08641524551864,2.72316844736982,0.000558668934602486,0.00381861938905011,"IDH3G"
"RPL29",12.5857716780811,6.08254945287526,1.57292567251811,6.74206741733524e-07,2.01564471264463e-05,"RPL29"
"SIK1",67.8165885798888,6.08160036785301,0.926012089139972,4.90858541594651e-12,1.9366418195365e-09,"SIK1"
"RRAGA",4.10060080540759,6.07739546892497,2.8043621649067,0.00113480002084168,0.00657746476395154,"RRAGA"
"KLF5",57.9499594677817,6.07377746635372,1.42906089384943,1.41080714242073e-07,5.98682154040461e-06,"KLF5"
"VKORC1",4.05800169002851,6.0585008188301,2.8007867150256,0.0011596054918553,0.00668832049200296,"VKORC1"
"CNFN",19.6705425569947,6.05531993401929,1.63216677558665,1.71853091091037e-05,0.000256000237747468,"CNFN"
"ZC3H11A",41.1945371132296,6.04811080708795,1.02923991930542,2.16028160306456e-10,3.45355193538874e-08,"ZC3H11A"
"AUP1",17.1117702352032,6.04154891424002,1.3454394851352,1.17594483147703e-07,5.08173590630029e-06,"AUP1"
"PI3",11.9121787081199,6.03972233129296,1.82227706822256,5.05997642928787e-05,0.000586567078935741,"PI3"
"NOP10",3.87336840490525,6.03483064390639,2.75706003458112,0.000884532483903577,0.00542505578560827,"NOP10"
"TMED10",28.0779748916071,6.03416294190457,1.18052951659333,1.63968492335423e-09,1.70356663890489e-07,"TMED10"
"SPINDOC",4.07367379179926,6.03202797285772,2.82565959225923,0.00146503378342638,0.00793181215562562,"SPINDOC"
"SMYD2",4.0731460518067,6.02908327020699,2.82917152124863,0.0015112794736745,0.00811702403743611,"SMYD2"
"CST3",20.9873418853502,6.01005658241268,1.19842213636549,2.33523899835e-08,1.43475053416017e-06,"CST3"
"IL3RA",4.09586126523557,6.00972220555137,2.84520964634948,0.00171285586755396,0.00893809684800777,"IL3RA"
"TXNIP",14.1729534559838,5.99051014729553,1.56293907878822,2.83367929471044e-07,1.04007070424813e-05,"TXNIP"
"SLC12A4",31.7213557436579,5.9883913094006,0.983402259858852,4.29036868579801e-12,1.89459999684412e-09,"SLC12A4"
"LAPTM4A",32.352131774765,5.9848908023664,1.19794306148045,4.16984552912749e-09,3.6598811908137e-07,"LAPTM4A"
"RBM12",30.7427802809458,5.98001490715418,1.1148394683053,1.65160731391954e-09,1.70356663890489e-07,"RBM12"
"AGAP9",3.97998546550075,5.97732025624791,2.82800558017365,0.00174317441481869,0.00905950630960021,"AGAP9"
"CD44",87.0228283354038,5.97579700495778,0.955948463450582,4.76392477887271e-11,1.19687106741752e-08,"CD44"
"PDIA4",18.9835395706268,5.9754103101769,1.32327195937496,6.53344699650488e-08,3.29729069670037e-06,"PDIA4"
"CTDSP2",42.4477258149745,5.9690373667536,0.868572281922393,5.14057441163604e-13,2.6904243337344e-10,"CTDSP2"
"PTTG1",3.87986574575732,5.96264918619591,2.79834092362409,0.00151803279152695,0.00814980457295666,"PTTG1"
"MIIP",9.60897457737911,5.96013779998985,1.78928323158199,4.68803468745086e-05,0.000552515581053946,"MIIP"
"TMEM248",12.6968240739952,5.953247740628,1.42503726290484,2.58454712584244e-06,5.83422291298395e-05,"TMEM248"
"ARF5",3.81084788362825,5.94571256172861,2.77956435124374,0.00136550977296374,0.00754786102587735,"ARF5"
"IGSF8",3.90520184065902,5.94444328479215,2.81633962578781,0.00171907864473667,0.00895403624355839,"IGSF8"
"YIPF3",10.6081525834748,5.93295095345898,1.60249668426685,2.92252484193164e-06,6.43274120581558e-05,"YIPF3"
"TGFB3",8.22737147601141,5.93277151883545,1.59443453473736,2.5269344574902e-06,5.75009836051434e-05,"TGFB3"
"TGFA",9.40064259916681,5.90032098349535,2.00214995703462,0.000351637560226155,0.00267293725850231,"TGFA"
"TMEM219",14.8086702964511,5.89946570246733,1.71262512626399,4.71099025366128e-06,9.37339450086787e-05,"TMEM219"
"CCND1",24.6593403654055,5.89408983639608,1.16647701473347,9.26889401360179e-09,6.82180944303161e-07,"CCND1"
"THRAP3",28.5405577714764,5.89062025618075,1.02835427181269,3.13088770633176e-10,4.55156772527293e-08,"THRAP3"
"SAT1",9.13041440872683,5.88849947164037,1.49925862781467,3.36303237962069e-07,1.17923103117667e-05,"SAT1"
"IL6",7.49335869668018,5.88026109310885,2.06751096599339,0.000587677488367927,0.00396394777476238,"IL6"
"GSTP1",89.4886827285952,5.86835606651291,1.00777965403108,1.13654427360874e-09,1.26460686065867e-07,"GSTP1"
"RPL11",21.1391180697266,5.85811431811865,1.40383777772892,1.47177029770619e-07,6.20823464981676e-06,"RPL11"
"MOGS",22.8313845278439,5.83395503776772,1.36951346956339,3.44892708816954e-07,1.19746409540353e-05,"MOGS"
"CRYAB",58.6994883389496,5.82258955123965,1.16666815583318,1.08562701076285e-08,7.65481639672386e-07,"CRYAB"
"HSPB1",79.9525306665187,5.82208505252229,0.929543134652221,4.89365610806736e-12,1.9366418195365e-09,"HSPB1"
"GAPDH",114.820821477189,5.82076065374628,0.915498184350312,7.48760195753752e-11,1.67948100415814e-08,"GAPDH"
"CAT",3.52804049988919,5.81661182285507,2.77644509533459,0.00181869693557489,0.00938984523076682,"CAT"
"SLC7A1",24.2059133653239,5.80782465188951,1.08118478262315,8.90700264789818e-10,1.03935637265474e-07,"SLC7A1"
"MT1X",39.8515390753405,5.80582705298174,1.40186833231524,2.5553465045587e-06,5.78679510511522e-05,"MT1X"
"FAF2",8.24937234214145,5.80554058892297,1.63601546781312,9.06279918574703e-06,0.000159484950552667,"FAF2"
"NEURL1B",6.0756138337667,5.80391306552468,1.78983261951216,7.15401399463547e-05,0.000765279120046887,"NEURL1B"
"DTX2P1",9.29842266965151,5.80105477326663,1.57846171404443,3.18999431502035e-06,6.94573338452273e-05,"DTX2P1"
"PYGL",11.1119584505685,5.79496265117464,1.61665920851612,4.60866419602378e-06,9.25071502187672e-05,"PYGL"
"CD164",25.6902746219567,5.78640206506417,1.21355176040343,9.89854834801312e-08,4.49763301304738e-06,"CD164"
"FAM120B",15.3269454383154,5.78000836756668,1.40454746847651,1.44585391284048e-06,3.66915860875632e-05,"FAM120B"
"EEF2",210.163117989606,5.77833387469024,0.949712787139862,1.45378898056508e-10,2.66798598498248e-08,"EEF2"
"TRPC4AP",19.8590300887873,5.7706085822617,1.13951514172101,7.77894676402400e-09,6.00679217062421e-07,"TRPC4AP"
"GPX4",18.1103719144507,5.76827745380468,1.42113129487944,3.07390754505467e-07,1.10527703611113e-05,"GPX4"
"ASAP1",68.3981445405176,5.7682492961578,0.989630725381678,1.4215962907044e-10,2.66798598498248e-08,"ASAP1"
"TESK1",15.5339220672103,5.76783739205596,1.54588136611169,3.89978881867272e-06,8.13906569558554e-05,"TESK1"
"TRAM1",29.0425121115943,5.75543276745985,1.18094578678399,5.73471728198652e-08,2.9575653252464e-06,"TRAM1"
"WASF2",106.158363379778,5.74782363078103,0.809941088337455,1.33955611451174e-13,9.96277234429761e-11,"WASF2"
"GJA1",19.4782860045491,5.74628444987239,1.08114963650132,9.04226973043743e-10,1.03935637265474e-07,"GJA1"
"ZNF646",12.3857076885656,5.7416748981794,1.32025363027253,2.37674133297085e-07,9.07722480438139e-06,"ZNF646"
"TMSB4X",24.8477994277237,5.7407612408965,1.13599557032614,2.16747556362718e-08,1.34335952586033e-06,"TMSB4X"
"SCARF2",20.5582184010981,5.73921007350708,1.32301432126888,1.08130610458674e-06,2.93844933921446e-05,"SCARF2"
"TUBA1B",163.071844249527,5.7342810933571,1.09017816485124,2.25673721239439e-08,1.39257439075743e-06,"TUBA1B"
"IFI16",18.4487427907776,5.73386804402127,1.26148812030502,5.35236697349247e-08,2.82217528740381e-06,"IFI16"
"DNAJB2",24.7209589553809,5.73170942997657,1.19590106062507,7.22707066478894e-08,3.53218942468524e-06,"DNAJB2"
"DSG3",62.4298951290489,5.73119785396155,1.06900466920152,4.31501412076227e-09,3.74082604542894e-07,"DSG3"
"LGALS3BP",47.7018618949105,5.72920944893176,1.12195800510697,3.92905421744782e-08,2.23126697015955e-06,"LGALS3BP"
"MYO9B",55.383095086515,5.72219119289524,1.01310004103052,4.92259015763672e-10,6.44084458495968e-08,"MYO9B"
"CRTC2",54.2858312886733,5.71889130281495,1.00252589687562,5.23492203698757e-10,6.72497120951557e-08,"CRTC2"
"ADNP",27.5759086320017,5.71675313055277,1.30434157629959,1.76686478745627e-06,4.29570326278871e-05,"ADNP"
"SCAMP3",10.5530890820623,5.71412140554984,1.69623497311864,2.63186695901121e-05,0.000351263414870625,"SCAMP3"
"SLC25A39",30.9206003540223,5.70835794071695,1.28332069697219,1.5218126359487e-07,6.40021855910447e-06,"SLC25A39"
"FNDC1",58.2840099513593,5.69862578460939,1.04892137214343,3.3421408196914e-09,3.02391603745265e-07,"FNDC1"
"COL3A1",1090.03689117808,5.69278431050549,0.896491046465308,1.51220112528219e-12,7.3685910694354e-10,"COL3A1"
"DHCR24",41.3896917542072,5.67931122315762,1.03321324359555,1.6986179507356e-09,1.72684678142768e-07,"DHCR24"
"RPL5",11.4950285854112,5.67659079780722,1.51057549594303,5.48764864494881e-07,1.74498316472399e-05,"RPL5"
"DUSP16",15.7280015277844,5.67599495537541,1.42452580721366,9.72306555215739e-06,0.000168584833518449,"DUSP16"
"RNF167",31.2854110056758,5.67315534553565,1.23035241014322,3.84890037877314e-07,1.28883438986832e-05,"RNF167"
"TRPV2",7.55405055524494,5.66923421832562,1.88023679596426,0.000241567754817799,0.00199742185098321,"TRPV2"
"MFAP2",13.9455379303193,5.66101385893151,1.31657171557405,3.42439550526431e-07,1.19481809592321e-05,"MFAP2"
"ELF1",9.31452214216327,5.65564754892193,1.78951427426096,0.000102194393796674,0.0010166230368593,"ELF1"
"THBS1",162.369425627745,5.65354535654006,0.966168145896108,5.49081374479357e-10,6.92774009175696e-08,"THBS1"
"PYGB",53.0871590239794,5.6410404849051,1.08970775539971,5.15630861686904e-08,2.75467177668382e-06,"PYGB"
"ECM1",36.5441654108352,5.63876711518511,1.39186007532954,8.39978395443064e-07,2.40765409858133e-05,"ECM1"
"MAML1",17.3787218637137,5.63793975497474,1.2806435568959,1.65026345610293e-07,6.72042446633733e-06,"MAML1"
"RPL27",24.3354100458131,5.63455600354571,1.18551251236356,1.0994115248502e-07,4.82477771976964e-06,"RPL27"
"RPL28",45.6429011777678,5.6201424882087,0.98490683882987,2.09565482345743e-10,3.40387336899735e-08,"RPL28"
"GPC3",13.5372056745634,5.61898139081842,1.89722454265192,4.52457346604601e-05,0.000535932503341962,"GPC3"
"APCDD1",11.3464148250303,5.61772798661435,1.40389173596251,5.40632414844867e-07,1.72453197611124e-05,"APCDD1"
"ITFG2",6.66740398261169,5.61090197986295,1.62789050262595,1.65700774282911e-05,0.000249628746417038,"ITFG2"
"UBXN11",46.1167312750041,5.60311212915462,1.34218078494797,1.61894702948642e-06,4.02062222735898e-05,"UBXN11"
"COL1A1",5265.68317021257,5.60230039915857,0.70553976223818,2.75941067012443e-16,7.79864643590566e-13,"COL1A1"
"NHSL1",75.3856820897957,5.59995605333527,0.813860871328794,3.21258941242906e-13,1.97378699943631e-10,"NHSL1"
"FMOD",16.6364473168122,5.59762691477371,1.31555195453273,1.21490267619271e-06,3.20880470270642e-05,"FMOD"
"HHIP",22.042827218672,5.59706810883086,1.23188802907327,9.1933875497339e-07,2.5827387567652e-05,"HHIP"
"PLXNB2",82.7413063870751,5.5954618926987,0.913586871501326,1.72436670649707e-10,3.00827480611236e-08,"PLXNB2"
"EEF1A1",382.232286212729,5.59513480174127,0.722757696933743,1.66273984625667e-15,3.35659668106472e-12,"EEF1A1"
"CPSF7",47.559523457632,5.589033070946,1.16684675111409,1.52931477979623e-07,6.41268461522273e-06,"CPSF7"
"NLGN4Y",8.75100228518536,5.58699671566509,1.80144097988085,0.000307026366200811,0.00240765237557362,"NLGN4Y"
"CCSER2",19.5644581691095,5.58235708496364,1.44949408339914,2.00273660990083e-05,0.000285001722401899,"CCSER2"
"DDX5",63.3738390435904,5.57100077637179,1.26111350210686,1.49734399742382e-08,9.93378780638311e-07,"DDX5"
"IFNGR2",13.6965121633892,5.56240391365702,1.35352679870661,5.78490715921088e-07,1.80455900809733e-05,"IFNGR2"
"VCAN",109.623111444911,5.56055410119007,1.01213762411469,1.13363807474924e-09,1.26460686065867e-07,"VCAN"
"HSPB7",12.4823547489129,5.55476404118957,1.56099155583428,3.32847215376935e-05,0.000419952142901024,"HSPB7"
"HLA-DPA1",10.6446226404533,5.54757683048823,1.51821557994839,4.94325058016384e-05,0.000576821419886831,"HLA-DPA1"
"ARHGEF19",8.41133590887204,5.54187964551654,1.61304721669892,1.45096015389953e-05,0.000225879014404814,"ARHGEF19"
"REEP5",10.8864340950258,5.53509902510499,1.314654118968,1.76923027311799e-06,4.29570326278871e-05,"REEP5"
"CXCL14",20.0293283165404,5.52490667437584,1.22933800848351,1.15965503064507e-07,5.03113687196582e-06,"CXCL14"
"RPS27",27.554334269584,5.52355982096974,1.22237398240446,7.69389310042428e-07,2.25565152286505e-05,"RPS27"
"HBB",16.3175531440579,5.51997595868231,1.72268061583466,0.000139403361548709,0.0013002699023398,"HBB"
"BCL9L",106.24477038427,5.51813556358813,0.812265919224034,5.90064688453733e-13,2.97793004019275e-10,"BCL9L"
"ZDHHC9",20.0235041685342,5.51384926039256,1.25872840694014,2.82746919929479e-07,1.04007070424813e-05,"ZDHHC9"
"ZYX",64.6119857779779,5.5079798703873,0.976148494043247,8.04312913553462e-10,9.6319879503593e-08,"ZYX"
"NUFIP2",56.8655452519194,5.50777519512743,0.91581607257045,2.61742136150585e-10,3.97707325370314e-08,"NUFIP2"
"PTPRU",12.1380385591669,5.50748328771257,1.28592213935044,1.10296341996364e-06,2.98011015057479e-05,"PTPRU"
"CALD1",132.046449812396,5.50746490566429,0.960289604532932,1.73508215133288e-09,1.75131756289178e-07,"CALD1"
"PSMA5",6.64418183738197,5.50320449937703,1.75841188328167,0.000129078797872305,0.00122581484726717,"PSMA5"
"SGK1",19.7315135733651,5.49526012389362,1.12893011907945,1.18883298977489e-07,5.12176798125272e-06,"SGK1"
"LTBP1",29.8236925538933,5.49367060542728,1.08173191632377,4.03010517149541e-09,3.58172428794979e-07,"LTBP1"
"PDLIM1",15.822139289301,5.48948600370268,1.32012767207592,2.5586804138307e-07,9.61614705527704e-06,"PDLIM1"
"ZNRD2",8.04938571755227,5.48298568654197,1.76470897288923,0.000127847906130985,0.00121813877118346,"ZNRD2"
"SOX15",14.9413342735337,5.47893585190924,1.92659579847302,5.17276916284149e-05,0.000597192818955173,"SOX15"
"MYBBP1A",20.8982513962202,5.47311681285013,1.30938829245772,8.69130348742126e-07,2.47116317063883e-05,"MYBBP1A"
"PSMF1",52.1288297392265,5.47288770290169,0.917669520218173,8.25720608886526e-11,1.76791786729932e-08,"PSMF1"
"MORF4L2",7.60210942363217,5.4695108094792,1.64691828956132,3.43414708880609e-05,0.000429450730193972,"MORF4L2"
"TCEAL4",8.84054259134208,5.4644834055891,1.60991886647572,1.1824098484428e-05,0.000195194317387211,"TCEAL4"
"RPS16",39.3762328347084,5.4617307536625,1.06531453110909,4.24017481136683e-08,2.35897284485924e-06,"RPS16"
"H2AC6",5.34825878496148,5.46155181259334,1.70777221850702,8.18368544339715e-05,0.000852200876939169,"H2AC6"
"SARS1",9.56723213023322,5.46012682429915,1.58761271442791,4.21793931829803e-06,8.6507547905471e-05,"SARS1"
"SERINC3",31.4167767208041,5.45619563753753,0.971538699636091,9.04683559808454e-10,1.03935637265474e-07,"SERINC3"
"YTHDF1",11.5569705175246,5.45445283103378,1.30742773026232,7.29958636615693e-07,2.1624833320789e-05,"YTHDF1"
"FN1",445.299922771464,5.45353575205342,0.826915040732773,5.07081928546107e-12,1.9366418195365e-09,"FN1"
"COX6A1",9.54563846670228,5.44952467363921,1.65125903069347,1.35314061776651e-05,0.00021532916745111,"COX6A1"
"TMEM176B",7.96083061019371,5.44928168481329,1.81920261939612,0.000229297430318648,0.00191501299517306,"TMEM176B"
"BCORL1",20.2553652981441,5.44805064641981,1.18219794303014,7.06820431346036e-08,3.48016707851946e-06,"BCORL1"
"FIP1L1",9.25208874171283,5.44754139051484,1.60662622412187,1.22088797374273e-05,0.000198984325609047,"FIP1L1"
"PRCC",24.0945186385957,5.44576611185833,1.20210045025691,2.57957115623066e-07,9.64336508166547e-06,"PRCC"
"APMAP",16.3917473279106,5.44373878555409,1.27279538863974,1.19975069998794e-06,3.19880700783578e-05,"APMAP"
"MBNL2",11.0781965450719,5.43714314452534,1.31210893707807,4.83303367136497e-06,9.52518811855765e-05,"MBNL2"
"TPM2",24.9772162127916,5.42698539050678,1.09634540529186,4.75663129067225e-08,2.58522910648037e-06,"TPM2"
"PNRC1",87.1952757677339,5.4192890672555,0.929090125755764,8.13594553695307e-10,9.66126440190621e-08,"PNRC1"
"SAP130",10.134387715427,5.41597279376812,1.44465571342016,1.21477698893527e-05,0.000198451024631726,"SAP130"
"B4GALNT3",11.2629055120265,5.41430807411368,1.39359877359114,1.11636346987976e-05,0.000187355489226495,"B4GALNT3"
"PSAP",134.718242146329,5.41217415095759,0.817745284142094,9.14986596804057e-12,3.07849419034241e-09,"PSAP"
"NFIB",41.5847703264677,5.41104542695491,1.17843954715913,5.97147853555977e-07,1.84242277698679e-05,"NFIB"
"ANXA1",14.9619616459349,5.41022930397837,1.13853613535625,5.31554079059814e-08,2.82217528740381e-06,"ANXA1"
"SMN2",26.2183977869643,5.408653491855,1.05080681982124,2.86123678110486e-08,1.71322614210986e-06,"SMN2"
"KDELR2",23.2323106065975,5.40041435425287,1.59399630415412,7.83421771172024e-06,0.000142845587721702,"KDELR2"
"RPL31",21.8467277018071,5.39999789060358,1.25465738301443,1.21440935122938e-06,3.20880470270642e-05,"RPL31"
"NOMO1",30.322080474349,5.38946446778071,1.3261395578673,2.43899014336448e-06,5.59502755127977e-05,"NOMO1"
"COL6A3",304.561013801179,5.38823397199317,0.78427011005483,3.41211554131819e-13,2.00902519643198e-10,"COL6A3"
"LRIG1",12.983302747565,5.38494395364637,1.25841381806655,3.39689956115233e-07,1.18815811135256e-05,"LRIG1"
"ZNF207",43.9531639378136,5.37750942198815,0.853267683809726,7.21038736372811e-12,2.54724959592105e-09,"ZNF207"
"ZFP36",138.188924756169,5.37431700648466,1.20174399522409,3.80569067378442e-07,1.28370228928563e-05,"ZFP36"
"ATN1",167.064276750921,5.3731346657125,0.894340028222637,2.22805341758513e-10,3.49829142709949e-08,"ATN1"
"RBM10",6.71565161597164,5.37252292312434,1.64128841688997,4.50208863480933e-05,0.000534164689324018,"RBM10"
"NDRG1",225.040185469871,5.37132610720964,0.939184826936869,1.42325698917356e-09,1.51218379804599e-07,"NDRG1"
"TRMT112",7.8151473884105,5.36886248073918,1.64817641586768,4.2418947059513e-05,0.00050971270484522,"TRMT112"
"KIAA1522",78.1521930882759,5.36730584601343,1.23037619587109,3.52224596074293e-07,1.21397213832337e-05,"KIAA1522"
"PLEKHM2",47.6522915565038,5.36301985178344,1.1829272432218,2.52369473698657e-08,1.53716941070505e-06,"PLEKHM2"
